,O*NET-SOC Code,Title,Example,Hot Technology,In Demand
20387,25-2011.00,"Preschool Teachers, Except Special Education",Microsoft Word,Y,N
20388,25-2011.00,"Preschool Teachers, Except Special Education",Nearpod,N,N
20389,25-2011.00,"Preschool Teachers, Except Special Education",Padlet,N,N
20390,25-2011.00,"Preschool Teachers, Except Special Education",Schoology,N,N
20391,25-2011.00,"Preschool Teachers, Except Special Education",Seesaw,N,N
20392,25-2011.00,"Preschool Teachers, Except Special Education",Tadpoles,N,N
20393,25-2012.00,"Kindergarten Teachers, Except Special Education",Bloomz,N,N
20394,25-2012.00,"Kindergarten Teachers, Except Special Education",Children's educational software,N,N
20395,25-2012.00,"Kindergarten Teachers, Except Special Education",Microsoft Excel,Y,N
20396,25-2012.00,"Kindergarten Teachers, Except Special Education",Microsoft Office software,Y,N
20397,25-2012.00,"Kindergarten Teachers, Except Special Education",Microsoft Outlook,Y,N
20398,25-2012.00,"Kindergarten Teachers, Except Special Education",Microsoft PowerPoint,Y,N
20399,25-2012.00,"Kindergarten Teachers, Except Special Education",Microsoft Word,Y,N
20400,25-2012.00,"Kindergarten Teachers, Except Special Education",Padlet,N,N
20401,25-2012.00,"Kindergarten Teachers, Except Special Education",Seesaw,N,N
20402,25-2021.00,"Elementary School Teachers, Except Special Education",Blackboard software,N,N
20403,25-2021.00,"Elementary School Teachers, Except Special Education",Children's educational software,N,N
20404,25-2021.00,"Elementary School Teachers, Except Special Education",ClassDojo,N,N
20405,25-2021.00,"Elementary School Teachers, Except Special Education",ClassTag,N,N
20406,25-2021.00,"Elementary School Teachers, Except Special Education",Common Curriculum,N,N
20407,25-2021.00,"Elementary School Teachers, Except Special Education",EasyCBM,N,N
20408,25-2021.00,"Elementary School Teachers, Except Special Education",Edpuzzle,N,N
20409,25-2021.00,"Elementary School Teachers, Except Special Education",Email software,N,N
20410,25-2021.00,"Elementary School Teachers, Except Special Education",Flipgrid,N,N
20411,25-2021.00,"Elementary School Teachers, Except Special Education",Google Classroom,N,N
20412,25-2021.00,"Elementary School Teachers, Except Special Education",Google Docs,Y,N
20413,25-2021.00,"Elementary School Teachers, Except Special Education",Google Drive,N,N
20414,25-2021.00,"Elementary School Teachers, Except Special Education",Google Meet,N,N
20415,25-2021.00,"Elementary School Teachers, Except Special Education",Graphics software,N,N
20416,25-2021.00,"Elementary School Teachers, Except Special Education",JamBoard,N,N
20417,25-2021.00,"Elementary School Teachers, Except Special Education",Kahoot!,N,N
20418,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft Excel,Y,N
20419,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft Office software,Y,N
20420,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft Outlook,Y,N
20421,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft PowerPoint,Y,N
20422,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft SharePoint,Y,N
20423,25-2021.00,"Elementary School Teachers, Except Special Education",Microsoft Word,Y,N
20424,25-2021.00,"Elementary School Teachers, Except Special Education",Nearpod,N,N
20425,25-2021.00,"Elementary School Teachers, Except Special Education",Padlet,N,N
20426,25-2021.00,"Elementary School Teachers, Except Special Education",Pear Deck,N,N
20427,25-2021.00,"Elementary School Teachers, Except Special Education",Schoology,N,N
20428,25-2021.00,"Elementary School Teachers, Except Special Education",Screencastify,N,N
20429,25-2021.00,"Elementary School Teachers, Except Special Education",Seesaw,N,N
20430,25-2021.00,"Elementary School Teachers, Except Special Education",Tadpoles,N,N
20431,25-2021.00,"Elementary School Teachers, Except Special Education",Web browser software,N,N
20432,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Apple Final Cut Pro,N,N
20433,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Apple macOS,Y,N
20434,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Appletree,N,N
20435,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Blackboard software,N,N
20436,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Children's educational software,N,N
20437,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",ClassTag,N,N
20438,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Common Curriculum,N,N
20439,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Desmos,N,N
20440,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Edmodo,N,N
20441,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Email software,N,N
20442,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Facebook,Y,N
20443,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Flipgrid,N,N
20444,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Google Classroom,N,N
20445,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Google Docs,Y,N
20446,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Google Drive,N,N
20447,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Google Meet,N,N
20448,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",JamBoard,N,N
20449,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Kahoot!,N,N
20450,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft Excel,Y,N
20451,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft Office software,Y,N
20452,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft Outlook,Y,N
20453,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft PowerPoint,Y,N
20454,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft SharePoint,Y,N
20455,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Microsoft Word,Y,N
20456,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Moodle,N,N
20457,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Nearpod,N,N
20458,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Padlet,N,N
20459,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Pear Deck,N,N
20460,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Schoology,N,N
20461,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Screencastify,N,N
20462,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Seesaw,N,N
20463,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Tadpoles,N,N
20464,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Video editing software,N,N
20465,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Web browser software,N,N
20466,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",Zoom,Y,N
20467,25-2023.00,"Career/Technical Education Teachers, Middle School",Amazon DynamoDB,Y,N
20468,25-2023.00,"Career/Technical Education Teachers, Middle School",Amazon Elastic Compute Cloud EC2,Y,N
20469,25-2023.00,"Career/Technical Education Teachers, Middle School",Amazon Simple Storage Service S3,N,N
20470,25-2023.00,"Career/Technical Education Teachers, Middle School",Amazon Web Services AWS CloudFormation,Y,N
20471,25-2023.00,"Career/Technical Education Teachers, Middle School",Amazon Web Services AWS software,Y,N
20472,25-2023.00,"Career/Technical Education Teachers, Middle School",Ansible software,Y,N
20473,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Ant,N,N
20474,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Cassandra,Y,N
20475,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Groovy,N,N
20476,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Hadoop,Y,N
20477,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache HTTP Server,N,N
20478,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache JMeter,N,N
20479,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Kafka,Y,N
20480,25-2023.00,"Career/Technical Education Teachers, Middle School",Apache Tomcat,Y,N
20481,25-2023.00,"Career/Technical Education Teachers, Middle School",Atlassian Bamboo,N,N
20482,25-2023.00,"Career/Technical Education Teachers, Middle School",Atlassian Confluence,Y,N
20483,25-2023.00,"Career/Technical Education Teachers, Middle School",Atlassian JIRA,Y,N
20484,25-2023.00,"Career/Technical Education Teachers, Middle School",Bash,Y,N
20485,25-2023.00,"Career/Technical Education Teachers, Middle School",Blackboard Learn,N,N
20486,25-2023.00,"Career/Technical Education Teachers, Middle School",C#,Y,N
20487,25-2023.00,"Career/Technical Education Teachers, Middle School",C++,Y,N
20488,25-2023.00,"Career/Technical Education Teachers, Middle School",Calendar and scheduling software,N,N
20489,25-2023.00,"Career/Technical Education Teachers, Middle School",Collaborative editing software,N,N
20490,25-2023.00,"Career/Technical Education Teachers, Middle School",Course management system software,N,N
20491,25-2023.00,"Career/Technical Education Teachers, Middle School",Data visualization software,N,N
20492,25-2023.00,"Career/Technical Education Teachers, Middle School",Debugging software,N,N
20493,25-2023.00,"Career/Technical Education Teachers, Middle School",Desire2Learn LMS software,N,N
20494,25-2023.00,"Career/Technical Education Teachers, Middle School",DOC Cop,N,N
20495,25-2023.00,"Career/Technical Education Teachers, Middle School",Docker,Y,N
20496,25-2023.00,"Career/Technical Education Teachers, Middle School",Eclipse IDE,Y,N
20497,25-2023.00,"Career/Technical Education Teachers, Middle School",Elasticsearch,Y,N
20498,25-2023.00,"Career/Technical Education Teachers, Middle School",Email software,N,N
20499,25-2023.00,"Career/Technical Education Teachers, Middle School",Extensible markup language XML,Y,N
20500,25-2023.00,"Career/Technical Education Teachers, Middle School",Git,Y,N
20501,25-2023.00,"Career/Technical Education Teachers, Middle School",GitHub,Y,N
20502,25-2023.00,"Career/Technical Education Teachers, Middle School",Go,Y,N
20503,25-2023.00,"Career/Technical Education Teachers, Middle School",Google Angular,Y,N
20504,25-2023.00,"Career/Technical Education Teachers, Middle School",Google Docs,Y,N
20505,25-2023.00,"Career/Technical Education Teachers, Middle School",Hypertext markup language HTML,Y,N
20506,25-2023.00,"Career/Technical Education Teachers, Middle School",Hypertext preprocessor PHP,N,N
20507,25-2023.00,"Career/Technical Education Teachers, Middle School",Image scanning software,N,N
20508,25-2023.00,"Career/Technical Education Teachers, Middle School",iParadigms Turnitin,N,N
20509,25-2023.00,"Career/Technical Education Teachers, Middle School",JavaScript,Y,N
20510,25-2023.00,"Career/Technical Education Teachers, Middle School",JavaScript Object Notation JSON,Y,N
20511,25-2023.00,"Career/Technical Education Teachers, Middle School",Jenkins CI,Y,N
20512,25-2023.00,"Career/Technical Education Teachers, Middle School",jQuery,Y,N
20513,25-2023.00,"Career/Technical Education Teachers, Middle School",JUnit,Y,N
20514,25-2023.00,"Career/Technical Education Teachers, Middle School",Learning management system LMS,N,N
20515,25-2023.00,"Career/Technical Education Teachers, Middle School",Linux,Y,N
20516,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft .NET Framework,Y,N
20517,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Access,Y,N
20518,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Azure software,Y,N
20519,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Excel,Y,N
20520,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Office software,Y,N
20521,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Outlook,Y,N
20522,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft PowerPoint,Y,N
20523,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft PowerShell,Y,N
20524,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft SQL Server,Y,N
20525,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Visio,Y,N
20526,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Visual Studio,Y,N
20527,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Windows,Y,N
20528,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Windows Server,Y,N
20529,25-2023.00,"Career/Technical Education Teachers, Middle School",Microsoft Word,Y,N
20530,25-2023.00,"Career/Technical Education Teachers, Middle School",MongoDB,Y,N
20531,25-2023.00,"Career/Technical Education Teachers, Middle School",MySQL,Y,N
20532,25-2023.00,"Career/Technical Education Teachers, Middle School",Node.js,Y,N
20533,25-2023.00,"Career/Technical Education Teachers, Middle School",NoSQL,Y,N
20534,25-2023.00,"Career/Technical Education Teachers, Middle School",Object oriented development environment software,N,N
20535,25-2023.00,"Career/Technical Education Teachers, Middle School",Objective C,N,N
20536,25-2023.00,"Career/Technical Education Teachers, Middle School",Oracle Database,Y,N
20537,25-2023.00,"Career/Technical Education Teachers, Middle School",Oracle Java,Y,N
20538,25-2023.00,"Career/Technical Education Teachers, Middle School",Oracle PeopleSoft,Y,N
20539,25-2023.00,"Career/Technical Education Teachers, Middle School",Perl,Y,N
20540,25-2023.00,"Career/Technical Education Teachers, Middle School",PostgreSQL,Y,N
20541,25-2023.00,"Career/Technical Education Teachers, Middle School",Puppet,Y,N
20542,25-2023.00,"Career/Technical Education Teachers, Middle School",Python,Y,N
20543,25-2023.00,"Career/Technical Education Teachers, Middle School",React,Y,N
20544,25-2023.00,"Career/Technical Education Teachers, Middle School",Red Hat Enterprise Linux,Y,N
20545,25-2023.00,"Career/Technical Education Teachers, Middle School",Ruby,Y,N
20546,25-2023.00,"Career/Technical Education Teachers, Middle School",Sakai CLE,N,N
20547,25-2023.00,"Career/Technical Education Teachers, Middle School",Salesforce software,Y,N
20548,25-2023.00,"Career/Technical Education Teachers, Middle School",Salesforce Visualforce,N,N
20549,25-2023.00,"Career/Technical Education Teachers, Middle School",SAP software,Y,N
20550,25-2023.00,"Career/Technical Education Teachers, Middle School",SAS,Y,N
20551,25-2023.00,"Career/Technical Education Teachers, Middle School",Scala,Y,N
20552,25-2023.00,"Career/Technical Education Teachers, Middle School",Selenium,Y,N
20553,25-2023.00,"Career/Technical Education Teachers, Middle School",Shell script,Y,N
20554,25-2023.00,"Career/Technical Education Teachers, Middle School",Splunk Enterprise,Y,N
20555,25-2023.00,"Career/Technical Education Teachers, Middle School",Spring Boot,Y,N
20556,25-2023.00,"Career/Technical Education Teachers, Middle School",Structured query language SQL,Y,N
20557,25-2023.00,"Career/Technical Education Teachers, Middle School",Tableau,Y,N
20558,25-2023.00,"Career/Technical Education Teachers, Middle School",TestNG,N,N
20559,25-2023.00,"Career/Technical Education Teachers, Middle School",UNIX,Y,N
20560,25-2023.00,"Career/Technical Education Teachers, Middle School",VMware,N,N
20561,25-2023.00,"Career/Technical Education Teachers, Middle School",Web browser software,N,N
20562,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",ABC programming language,N,N
20563,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Blackboard software,N,N
20564,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Common Curriculum,N,N
20565,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Desmos,N,N
20566,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Email software,N,N
20567,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Flipgrid,N,N
20568,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Geogebra,N,N
20569,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Google Classroom,N,N
20570,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Google Drive,N,N
20571,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Google Meet,N,N
20572,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Instructional software,N,N
20573,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Logo design software,N,N
20574,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Microsoft Excel,Y,N
20575,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Microsoft Office software,Y,N
20576,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Microsoft PowerPoint,Y,N
20577,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Microsoft SharePoint,Y,N
20578,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Microsoft Word,Y,N
20579,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Moodle,N,N
20580,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Nearpod,N,N
20581,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",PowerSchool SIS,N,N
20582,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Schoology,N,N
20583,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Screencastify,N,N
20584,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Video editing software,N,N
20585,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Web browser software,N,N
20586,25-2032.00,"Career/Technical Education Teachers, Secondary School",Autodesk AutoCAD Civil 3D,Y,N
20587,25-2032.00,"Career/Technical Education Teachers, Secondary School",Blackboard Learn,N,N
20588,25-2032.00,"Career/Technical Education Teachers, Secondary School",Calendar and scheduling software,N,N
20589,25-2032.00,"Career/Technical Education Teachers, Secondary School",Collaborative editing software,N,N
20590,25-2032.00,"Career/Technical Education Teachers, Secondary School",Course management system software,N,N
20591,25-2032.00,"Career/Technical Education Teachers, Secondary School",Desire2Learn LMS software,N,N
20592,25-2032.00,"Career/Technical Education Teachers, Secondary School",DOC Cop,N,N
20593,25-2032.00,"Career/Technical Education Teachers, Secondary School",Edmodo,N,N
20594,25-2032.00,"Career/Technical Education Teachers, Secondary School",Edpuzzle,N,N
20595,25-2032.00,"Career/Technical Education Teachers, Secondary School",Email software,N,N
20596,25-2032.00,"Career/Technical Education Teachers, Secondary School",Google Docs,Y,N
20597,25-2032.00,"Career/Technical Education Teachers, Secondary School",Image scanning software,N,N
20598,25-2032.00,"Career/Technical Education Teachers, Secondary School",iParadigms Turnitin,N,N
20599,25-2032.00,"Career/Technical Education Teachers, Secondary School",Kahoot!,N,N
20600,25-2032.00,"Career/Technical Education Teachers, Secondary School",Learning management system LMS,N,N
20601,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Excel,Y,Y
20602,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Office software,Y,N
20603,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Outlook,Y,N
20604,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft PowerPoint,Y,N
20605,25-2032.00,"Career/Technical Education Teachers, Secondary School",Microsoft Word,Y,N
20606,25-2032.00,"Career/Technical Education Teachers, Secondary School",Padlet,N,N
20607,25-2032.00,"Career/Technical Education Teachers, Secondary School",Sakai CLE,N,N
20608,25-2032.00,"Career/Technical Education Teachers, Secondary School",Web browser software,N,N
20609,25-2051.00,"Special Education Teachers, Preschool",American Sign Language Browser,N,N
20610,25-2051.00,"Special Education Teachers, Preschool",Children's educational software,N,N
20611,25-2051.00,"Special Education Teachers, Preschool",Drawing software,N,N
20612,25-2051.00,"Special Education Teachers, Preschool",Email software,N,N
20613,25-2051.00,"Special Education Teachers, Preschool",Microsoft Excel,Y,N
20614,25-2051.00,"Special Education Teachers, Preschool",Microsoft Office software,Y,N
20615,25-2051.00,"Special Education Teachers, Preschool",Microsoft Outlook,Y,N
20616,25-2051.00,"Special Education Teachers, Preschool",Microsoft PowerPoint,Y,N
20617,25-2051.00,"Special Education Teachers, Preschool",Microsoft Word,Y,N
20618,25-2051.00,"Special Education Teachers, Preschool",Screen magnification software,N,N
20619,25-2051.00,"Special Education Teachers, Preschool",Screen reader software,N,N
20620,25-2051.00,"Special Education Teachers, Preschool",Web browser software,N,N
20621,25-2051.00,"Special Education Teachers, Preschool",Word processing software,N,N
20622,25-2055.00,"Special Education Teachers, Kindergarten",American Sign Language Browser,N,N
20623,25-2055.00,"Special Education Teachers, Kindergarten",Children's educational software,N,N
20624,25-2055.00,"Special Education Teachers, Kindergarten",Drawing software,N,N
20625,25-2055.00,"Special Education Teachers, Kindergarten",EasyCBM,N,N
20626,25-2055.00,"Special Education Teachers, Kindergarten",Email software,N,N
20627,25-2055.00,"Special Education Teachers, Kindergarten",goQ WordQ,N,N
20628,25-2055.00,"Special Education Teachers, Kindergarten",Individualized Educational Program IEP software,N,N
20629,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Excel,Y,N
20630,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Office software,Y,N
20631,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Outlook,Y,N
20632,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft PowerPoint,Y,N
20633,25-2055.00,"Special Education Teachers, Kindergarten",Microsoft Word,Y,N
20634,25-2055.00,"Special Education Teachers, Kindergarten",Nuance Dragon NaturallySpeaking,N,N
20635,25-2055.00,"Special Education Teachers, Kindergarten",Rethink Ed,N,N
20636,25-2055.00,"Special Education Teachers, Kindergarten",Scientific Learning Fast ForWord,N,N
20637,25-2055.00,"Special Education Teachers, Kindergarten",Screen magnification software,N,N
20638,25-2055.00,"Special Education Teachers, Kindergarten",Screen reader software,N,N
20639,25-2055.00,"Special Education Teachers, Kindergarten",Synapse outSPOKEN,N,N
20640,25-2055.00,"Special Education Teachers, Kindergarten",The vOICe Learning Edition,N,N
20641,25-2055.00,"Special Education Teachers, Kindergarten",Voice activated software,N,N
20642,25-2055.00,"Special Education Teachers, Kindergarten",Web browser software,N,N
20643,25-2055.00,"Special Education Teachers, Kindergarten",Word processing software,N,N
20644,25-2056.00,"Special Education Teachers, Elementary School",American Sign Language Browser,N,N
20645,25-2056.00,"Special Education Teachers, Elementary School",Children's educational software,N,N
20646,25-2056.00,"Special Education Teachers, Elementary School",Drawing software,N,N
20647,25-2056.00,"Special Education Teachers, Elementary School",EasyCBM,N,N
20648,25-2056.00,"Special Education Teachers, Elementary School",Email software,N,N
20649,25-2056.00,"Special Education Teachers, Elementary School",goQ WordQ,N,N
20650,25-2056.00,"Special Education Teachers, Elementary School",Individualized Educational Program IEP software,N,N
20651,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Excel,Y,N
20652,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Office software,Y,N
20653,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Outlook,Y,N
20654,25-2056.00,"Special Education Teachers, Elementary School",Microsoft PowerPoint,Y,N
20655,25-2056.00,"Special Education Teachers, Elementary School",Microsoft Word,Y,N
20656,25-2056.00,"Special Education Teachers, Elementary School",Nuance Dragon NaturallySpeaking,N,N
20657,25-2056.00,"Special Education Teachers, Elementary School",Rethink Ed,N,N
20658,25-2056.00,"Special Education Teachers, Elementary School",Scientific Learning Fast ForWord,N,N
20659,25-2056.00,"Special Education Teachers, Elementary School",Screen magnification software,N,N
20660,25-2056.00,"Special Education Teachers, Elementary School",Screen reader software,N,N
20661,25-2056.00,"Special Education Teachers, Elementary School",Synapse outSPOKEN,N,N
20662,25-2056.00,"Special Education Teachers, Elementary School",The vOICe Learning Edition,N,N
20663,25-2056.00,"Special Education Teachers, Elementary School",Voice activated software,N,N
20664,25-2056.00,"Special Education Teachers, Elementary School",Web browser software,N,N
20665,25-2056.00,"Special Education Teachers, Elementary School",Word processing software,N,N
20666,25-2057.00,"Special Education Teachers, Middle School",Apple macOS,Y,N
20667,25-2057.00,"Special Education Teachers, Middle School",Blackboard software,N,N
20668,25-2057.00,"Special Education Teachers, Middle School",Common Curriculum,N,N
20669,25-2057.00,"Special Education Teachers, Middle School",EasyCBM,N,N
20670,25-2057.00,"Special Education Teachers, Middle School",Email software,N,N
20671,25-2057.00,"Special Education Teachers, Middle School",Flipgrid,N,N
20672,25-2057.00,"Special Education Teachers, Middle School",Google Classroom,N,N
20673,25-2057.00,"Special Education Teachers, Middle School",Hand held spell checkers,N,N
20674,25-2057.00,"Special Education Teachers, Middle School",Microsoft Excel,Y,N
20675,25-2057.00,"Special Education Teachers, Middle School",Microsoft Office software,Y,N
20676,25-2057.00,"Special Education Teachers, Middle School",Microsoft Outlook,Y,N
20677,25-2057.00,"Special Education Teachers, Middle School",Microsoft PowerPoint,Y,N
20678,25-2057.00,"Special Education Teachers, Middle School",Microsoft SharePoint,Y,N
20679,25-2057.00,"Special Education Teachers, Middle School",Microsoft Word,Y,N
20680,25-2057.00,"Special Education Teachers, Middle School",Padlet,N,N
20681,25-2057.00,"Special Education Teachers, Middle School",Pear Deck,N,N
20682,25-2057.00,"Special Education Teachers, Middle School",Schoology,N,N
20683,25-2057.00,"Special Education Teachers, Middle School",Screen magnification software,N,N
20684,25-2057.00,"Special Education Teachers, Middle School",Screen reader software,N,N
20685,25-2057.00,"Special Education Teachers, Middle School",Seesaw,N,N
20686,25-2057.00,"Special Education Teachers, Middle School",Text to speech software,N,N
20687,25-2057.00,"Special Education Teachers, Middle School",Video editing software,N,N
20688,25-2057.00,"Special Education Teachers, Middle School",Voice activated software,N,N
20689,25-2057.00,"Special Education Teachers, Middle School",Web browser software,N,N
20690,25-2058.00,"Special Education Teachers, Secondary School",Adobe Acrobat,Y,N
20691,25-2058.00,"Special Education Teachers, Secondary School",Adobe Illustrator,Y,N
20692,25-2058.00,"Special Education Teachers, Secondary School",Adobe InDesign,Y,N
20693,25-2058.00,"Special Education Teachers, Secondary School",Adobe Photoshop,Y,N
20694,25-2058.00,"Special Education Teachers, Secondary School",Email software,N,N
20695,25-2058.00,"Special Education Teachers, Secondary School",Facebook,Y,N
20696,25-2058.00,"Special Education Teachers, Secondary School",Hand held spell checkers,N,N
20697,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Access,Y,N
20698,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Excel,Y,Y
20699,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Office software,Y,N
20700,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Outlook,Y,Y
20701,25-2058.00,"Special Education Teachers, Secondary School",Microsoft PowerPoint,Y,N
20702,25-2058.00,"Special Education Teachers, Secondary School",Microsoft SharePoint,Y,N
20703,25-2058.00,"Special Education Teachers, Secondary School",Microsoft Word,Y,N
20704,25-2058.00,"Special Education Teachers, Secondary School",Screen magnification software,N,N
20705,25-2058.00,"Special Education Teachers, Secondary School",Screen reader software,N,N
20706,25-2058.00,"Special Education Teachers, Secondary School",Text to speech software,N,N
20707,25-2058.00,"Special Education Teachers, Secondary School",Video editing software,N,N
20708,25-2058.00,"Special Education Teachers, Secondary School",Voice activated software,N,N
20709,25-2058.00,"Special Education Teachers, Secondary School",Web browser software,N,N
20710,25-2058.00,"Special Education Teachers, Secondary School",Word processing software,N,N
20711,25-2059.01,Adapted Physical Education Specialists,Database software,N,N
20712,25-2059.01,Adapted Physical Education Specialists,Email software,N,N
20713,25-2059.01,Adapted Physical Education Specialists,Facebook,Y,N
20714,25-2059.01,Adapted Physical Education Specialists,Individualized Educational Program IEP software,N,N
20715,25-2059.01,Adapted Physical Education Specialists,Microsoft Excel,Y,N
20716,25-2059.01,Adapted Physical Education Specialists,Microsoft Office software,Y,N
20717,25-2059.01,Adapted Physical Education Specialists,Microsoft Outlook,Y,N
20718,25-2059.01,Adapted Physical Education Specialists,Microsoft PowerPoint,Y,N
20719,25-2059.01,Adapted Physical Education Specialists,Microsoft Word,Y,N
20720,25-2059.01,Adapted Physical Education Specialists,Student record software,N,N
20721,25-2059.01,Adapted Physical Education Specialists,Web browser software,N,N
20722,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Adobe Photoshop,Y,N
20723,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Blackboard software,N,N
20724,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",Computerized testing software,N,N
