,O*NET-SOC Code,Title,Element Name,Data Value
35228,39-5094.00,Skincare Specialists,Fine Arts,1.26
35232,39-5094.00,Skincare Specialists,Philosophy and Theology,1.26
35230,39-5094.00,Skincare Specialists,History and Archeology,1.45
35206,39-5094.00,Skincare Specialists,Physics,1.61
35226,39-5094.00,Skincare Specialists,Foreign Language,1.72
35204,39-5094.00,Skincare Specialists,Mathematics,1.95
35214,39-5094.00,Skincare Specialists,Sociology and Anthropology,1.96
35210,39-5094.00,Skincare Specialists,Biology,2.03
35234,39-5094.00,Skincare Specialists,Public Safety and Security,2.14
35198,39-5094.00,Skincare Specialists,Design,2.16
35202,39-5094.00,Skincare Specialists,Mechanical,2.23
35196,39-5094.00,Skincare Specialists,Engineering and Technology,2.28
35238,39-5094.00,Skincare Specialists,Telecommunications,2.28
35236,39-5094.00,Skincare Specialists,Law and Government,2.38
35194,39-5094.00,Skincare Specialists,Computers and Electronics,2.44
35190,39-5094.00,Skincare Specialists,Production and Processing,2.62
35218,39-5094.00,Skincare Specialists,Medicine and Dentistry,2.65
35188,39-5094.00,Skincare Specialists,Personnel and Human Resources,2.69
35208,39-5094.00,Skincare Specialists,Chemistry,2.73
35212,39-5094.00,Skincare Specialists,Psychology,2.75
35182,39-5094.00,Skincare Specialists,Economics and Accounting,2.78
35220,39-5094.00,Skincare Specialists,Therapy and Counseling,2.81
35240,39-5094.00,Skincare Specialists,Communications and Media,3.07
35180,39-5094.00,Skincare Specialists,Administrative,3.41
35224,39-5094.00,Skincare Specialists,English Language,3.5
35222,39-5094.00,Skincare Specialists,Education and Training,3.61
35178,39-5094.00,Skincare Specialists,Administration and Management,3.62
35184,39-5094.00,Skincare Specialists,Sales and Marketing,3.66
35186,39-5094.00,Skincare Specialists,Customer and Personal Service,4.3
35276,39-6011.00,Baggage Porters and Bellhops,Biology,1.02
35294,39-6011.00,Baggage Porters and Bellhops,Fine Arts,1.38
35286,39-6011.00,Baggage Porters and Bellhops,Therapy and Counseling,1.4
35264,39-6011.00,Baggage Porters and Bellhops,Design,1.44
35298,39-6011.00,Baggage Porters and Bellhops,Philosophy and Theology,1.44
35274,39-6011.00,Baggage Porters and Bellhops,Chemistry,1.46
35272,39-6011.00,Baggage Porters and Bellhops,Physics,1.48
35262,39-6011.00,Baggage Porters and Bellhops,Engineering and Technology,1.56
35296,39-6011.00,Baggage Porters and Bellhops,History and Archeology,1.56
35266,39-6011.00,Baggage Porters and Bellhops,Building and Construction,1.65
35284,39-6011.00,Baggage Porters and Bellhops,Medicine and Dentistry,1.65
35280,39-6011.00,Baggage Porters and Bellhops,Sociology and Anthropology,1.71
35258,39-6011.00,Baggage Porters and Bellhops,Food Production,1.83
35268,39-6011.00,Baggage Porters and Bellhops,Mechanical,1.88
35256,39-6011.00,Baggage Porters and Bellhops,Production and Processing,1.93
35278,39-6011.00,Baggage Porters and Bellhops,Psychology,1.98
35254,39-6011.00,Baggage Porters and Bellhops,Personnel and Human Resources,2.05
35248,39-6011.00,Baggage Porters and Bellhops,Economics and Accounting,2.07
35292,39-6011.00,Baggage Porters and Bellhops,Foreign Language,2.14
35306,39-6011.00,Baggage Porters and Bellhops,Communications and Media,2.32
35244,39-6011.00,Baggage Porters and Bellhops,Administration and Management,2.35
35246,39-6011.00,Baggage Porters and Bellhops,Administrative,2.37
35302,39-6011.00,Baggage Porters and Bellhops,Law and Government,2.37
35282,39-6011.00,Baggage Porters and Bellhops,Geography,2.4
35270,39-6011.00,Baggage Porters and Bellhops,Mathematics,2.45
35304,39-6011.00,Baggage Porters and Bellhops,Telecommunications,2.55
35260,39-6011.00,Baggage Porters and Bellhops,Computers and Electronics,2.67
35288,39-6011.00,Baggage Porters and Bellhops,Education and Training,2.68
35250,39-6011.00,Baggage Porters and Bellhops,Sales and Marketing,2.78
35308,39-6011.00,Baggage Porters and Bellhops,Transportation,3.39
35300,39-6011.00,Baggage Porters and Bellhops,Public Safety and Security,3.41
35290,39-6011.00,Baggage Porters and Bellhops,English Language,3.69
35252,39-6011.00,Baggage Porters and Bellhops,Customer and Personal Service,4.58
35332,39-6012.00,Concierges,Building and Construction,1.23
35334,39-6012.00,Concierges,Mechanical,1.32
35342,39-6012.00,Concierges,Biology,1.33
35338,39-6012.00,Concierges,Physics,1.36
35340,39-6012.00,Concierges,Chemistry,1.41
35328,39-6012.00,Concierges,Engineering and Technology,1.5
35330,39-6012.00,Concierges,Design,1.5
35324,39-6012.00,Concierges,Food Production,1.59
35350,39-6012.00,Concierges,Medicine and Dentistry,1.59
35352,39-6012.00,Concierges,Therapy and Counseling,1.73
35364,39-6012.00,Concierges,Philosophy and Theology,1.86
35322,39-6012.00,Concierges,Production and Processing,1.91
35362,39-6012.00,Concierges,History and Archeology,2.0
35336,39-6012.00,Concierges,Mathematics,2.14
35370,39-6012.00,Concierges,Telecommunications,2.23
35346,39-6012.00,Concierges,Sociology and Anthropology,2.27
35358,39-6012.00,Concierges,Foreign Language,2.32
35314,39-6012.00,Concierges,Economics and Accounting,2.36
35368,39-6012.00,Concierges,Law and Government,2.36
35354,39-6012.00,Concierges,Education and Training,2.41
35360,39-6012.00,Concierges,Fine Arts,2.43
35320,39-6012.00,Concierges,Personnel and Human Resources,2.45
35348,39-6012.00,Concierges,Geography,2.59
35344,39-6012.00,Concierges,Psychology,2.64
35372,39-6012.00,Concierges,Communications and Media,2.64
35316,39-6012.00,Concierges,Sales and Marketing,2.68
35366,39-6012.00,Concierges,Public Safety and Security,2.82
35326,39-6012.00,Concierges,Computers and Electronics,2.86
35310,39-6012.00,Concierges,Administration and Management,2.91
35374,39-6012.00,Concierges,Transportation,3.14
35312,39-6012.00,Concierges,Administrative,3.27
35356,39-6012.00,Concierges,English Language,4.41
35318,39-6012.00,Concierges,Customer and Personal Service,4.73
35406,39-7011.00,Tour Guides and Escorts,Chemistry,1.31
35416,39-7011.00,Tour Guides and Escorts,Medicine and Dentistry,1.35
35380,39-7011.00,Tour Guides and Escorts,Economics and Accounting,1.36
35388,39-7011.00,Tour Guides and Escorts,Production and Processing,1.39
35394,39-7011.00,Tour Guides and Escorts,Engineering and Technology,1.43
35404,39-7011.00,Tour Guides and Escorts,Physics,1.45
35418,39-7011.00,Tour Guides and Escorts,Therapy and Counseling,1.53
35390,39-7011.00,Tour Guides and Escorts,Food Production,1.6
35402,39-7011.00,Tour Guides and Escorts,Mathematics,1.7
35434,39-7011.00,Tour Guides and Escorts,Law and Government,1.73
35386,39-7011.00,Tour Guides and Escorts,Personnel and Human Resources,1.77
35400,39-7011.00,Tour Guides and Escorts,Mechanical,1.8
35396,39-7011.00,Tour Guides and Escorts,Design,1.82
35398,39-7011.00,Tour Guides and Escorts,Building and Construction,1.85
35424,39-7011.00,Tour Guides and Escorts,Foreign Language,1.87
35436,39-7011.00,Tour Guides and Escorts,Telecommunications,1.9
35408,39-7011.00,Tour Guides and Escorts,Biology,1.96
35430,39-7011.00,Tour Guides and Escorts,Philosophy and Theology,1.98
35378,39-7011.00,Tour Guides and Escorts,Administrative,2.1
35392,39-7011.00,Tour Guides and Escorts,Computers and Electronics,2.17
35382,39-7011.00,Tour Guides and Escorts,Sales and Marketing,2.23
35376,39-7011.00,Tour Guides and Escorts,Administration and Management,2.48
35412,39-7011.00,Tour Guides and Escorts,Sociology and Anthropology,2.6
35410,39-7011.00,Tour Guides and Escorts,Psychology,2.62
35440,39-7011.00,Tour Guides and Escorts,Transportation,2.71
35432,39-7011.00,Tour Guides and Escorts,Public Safety and Security,2.8
35426,39-7011.00,Tour Guides and Escorts,Fine Arts,2.83
35414,39-7011.00,Tour Guides and Escorts,Geography,2.88
35420,39-7011.00,Tour Guides and Escorts,Education and Training,3.18
35438,39-7011.00,Tour Guides and Escorts,Communications and Media,3.23
35428,39-7011.00,Tour Guides and Escorts,History and Archeology,3.63
35422,39-7011.00,Tour Guides and Escorts,English Language,4.13
35384,39-7011.00,Tour Guides and Escorts,Customer and Personal Service,4.42
35492,39-7012.00,Travel Guides,Fine Arts,1.07
35472,39-7012.00,Travel Guides,Chemistry,1.14
35462,39-7012.00,Travel Guides,Design,1.18
35464,39-7012.00,Travel Guides,Building and Construction,1.22
35456,39-7012.00,Travel Guides,Food Production,1.23
35496,39-7012.00,Travel Guides,Philosophy and Theology,1.23
35470,39-7012.00,Travel Guides,Physics,1.24
35460,39-7012.00,Travel Guides,Engineering and Technology,1.25
35466,39-7012.00,Travel Guides,Mechanical,1.31
35454,39-7012.00,Travel Guides,Production and Processing,1.4
35484,39-7012.00,Travel Guides,Therapy and Counseling,1.4
35494,39-7012.00,Travel Guides,History and Archeology,1.64
35490,39-7012.00,Travel Guides,Foreign Language,1.73
35478,39-7012.00,Travel Guides,Sociology and Anthropology,1.76
35482,39-7012.00,Travel Guides,Medicine and Dentistry,1.78
35474,39-7012.00,Travel Guides,Biology,1.84
35500,39-7012.00,Travel Guides,Law and Government,1.86
35502,39-7012.00,Travel Guides,Telecommunications,2.04
35504,39-7012.00,Travel Guides,Communications and Media,2.06
35476,39-7012.00,Travel Guides,Psychology,2.15
35458,39-7012.00,Travel Guides,Computers and Electronics,2.3
35468,39-7012.00,Travel Guides,Mathematics,2.37
35452,39-7012.00,Travel Guides,Personnel and Human Resources,2.62
35498,39-7012.00,Travel Guides,Public Safety and Security,2.68
35486,39-7012.00,Travel Guides,Education and Training,2.71
35446,39-7012.00,Travel Guides,Economics and Accounting,2.74
35480,39-7012.00,Travel Guides,Geography,2.86
35442,39-7012.00,Travel Guides,Administration and Management,2.91
35506,39-7012.00,Travel Guides,Transportation,2.94
35444,39-7012.00,Travel Guides,Administrative,3.0
35448,39-7012.00,Travel Guides,Sales and Marketing,3.19
35488,39-7012.00,Travel Guides,English Language,3.27
35450,39-7012.00,Travel Guides,Customer and Personal Service,4.33
35530,39-9011.00,Childcare Workers,Building and Construction,1.15
35532,39-9011.00,Childcare Workers,Mechanical,1.15
35536,39-9011.00,Childcare Workers,Physics,1.22
35572,39-9011.00,Childcare Workers,Transportation,1.34
35540,39-9011.00,Childcare Workers,Biology,1.37
35528,39-9011.00,Childcare Workers,Design,1.43
35560,39-9011.00,Childcare Workers,History and Archeology,1.46
35568,39-9011.00,Childcare Workers,Telecommunications,1.52
35546,39-9011.00,Childcare Workers,Geography,1.62
35526,39-9011.00,Childcare Workers,Engineering and Technology,1.66
35538,39-9011.00,Childcare Workers,Chemistry,1.66
35556,39-9011.00,Childcare Workers,Foreign Language,1.66
35558,39-9011.00,Childcare Workers,Fine Arts,1.67
35562,39-9011.00,Childcare Workers,Philosophy and Theology,1.7
35570,39-9011.00,Childcare Workers,Communications and Media,1.87
35550,39-9011.00,Childcare Workers,Therapy and Counseling,1.97
35512,39-9011.00,Childcare Workers,Economics and Accounting,2.01
35520,39-9011.00,Childcare Workers,Production and Processing,2.02
35566,39-9011.00,Childcare Workers,Law and Government,2.02
35514,39-9011.00,Childcare Workers,Sales and Marketing,2.03
35522,39-9011.00,Childcare Workers,Food Production,2.1
35548,39-9011.00,Childcare Workers,Medicine and Dentistry,2.1
35524,39-9011.00,Childcare Workers,Computers and Electronics,2.18
35544,39-9011.00,Childcare Workers,Sociology and Anthropology,2.18
35510,39-9011.00,Childcare Workers,Administrative,2.44
35534,39-9011.00,Childcare Workers,Mathematics,2.48
35518,39-9011.00,Childcare Workers,Personnel and Human Resources,2.6
35508,39-9011.00,Childcare Workers,Administration and Management,2.87
35542,39-9011.00,Childcare Workers,Psychology,3.04
35564,39-9011.00,Childcare Workers,Public Safety and Security,3.18
35552,39-9011.00,Childcare Workers,Education and Training,3.36
35554,39-9011.00,Childcare Workers,English Language,3.51
35516,39-9011.00,Childcare Workers,Customer and Personal Service,3.73
35596,39-9011.01,Nannies,Building and Construction,1.12
35580,39-9011.01,Nannies,Sales and Marketing,1.16
35586,39-9011.01,Nannies,Production and Processing,1.2
35598,39-9011.01,Nannies,Mechanical,1.32
35592,39-9011.01,Nannies,Engineering and Technology,1.36
35594,39-9011.01,Nannies,Design,1.4
35578,39-9011.01,Nannies,Economics and Accounting,1.48
35602,39-9011.01,Nannies,Physics,1.52
35576,39-9011.01,Nannies,Administrative,1.64
35604,39-9011.01,Nannies,Chemistry,1.79
35632,39-9011.01,Nannies,Law and Government,1.8
35574,39-9011.01,Nannies,Administration and Management,1.92
35590,39-9011.01,Nannies,Computers and Electronics,1.92
35584,39-9011.01,Nannies,Personnel and Human Resources,2.0
35606,39-9011.01,Nannies,Biology,2.08
35626,39-9011.01,Nannies,History and Archeology,2.12
35622,39-9011.01,Nannies,Foreign Language,2.16
35612,39-9011.01,Nannies,Geography,2.2
35624,39-9011.01,Nannies,Fine Arts,2.2
35600,39-9011.01,Nannies,Mathematics,2.33
35628,39-9011.01,Nannies,Philosophy and Theology,2.4
35616,39-9011.01,Nannies,Therapy and Counseling,2.44
35634,39-9011.01,Nannies,Telecommunications,2.44
35636,39-9011.01,Nannies,Communications and Media,2.48
35588,39-9011.01,Nannies,Food Production,2.5
35614,39-9011.01,Nannies,Medicine and Dentistry,2.6
35638,39-9011.01,Nannies,Transportation,2.67
35610,39-9011.01,Nannies,Sociology and Anthropology,2.74
35618,39-9011.01,Nannies,Education and Training,3.25
35630,39-9011.01,Nannies,Public Safety and Security,3.25
35608,39-9011.01,Nannies,Psychology,3.43
35582,39-9011.01,Nannies,Customer and Personal Service,3.56
35620,39-9011.01,Nannies,English Language,3.76
35662,39-9031.00,Exercise Trainers and Group Fitness Instructors,Building and Construction,1.1
35692,39-9031.00,Exercise Trainers and Group Fitness Instructors,History and Archeology,1.19
35652,39-9031.00,Exercise Trainers and Group Fitness Instructors,Production and Processing,1.29
35678,39-9031.00,Exercise Trainers and Group Fitness Instructors,Geography,1.29
35704,39-9031.00,Exercise Trainers and Group Fitness Instructors,Transportation,1.29
35664,39-9031.00,Exercise Trainers and Group Fitness Instructors,Mechanical,1.38
35654,39-9031.00,Exercise Trainers and Group Fitness Instructors,Food Production,1.43
35670,39-9031.00,Exercise Trainers and Group Fitness Instructors,Chemistry,1.43
35688,39-9031.00,Exercise Trainers and Group Fitness Instructors,Foreign Language,1.43
35658,39-9031.00,Exercise Trainers and Group Fitness Instructors,Engineering and Technology,1.52
35694,39-9031.00,Exercise Trainers and Group Fitness Instructors,Philosophy and Theology,1.62
35660,39-9031.00,Exercise Trainers and Group Fitness Instructors,Design,1.67
35698,39-9031.00,Exercise Trainers and Group Fitness Instructors,Law and Government,1.81
35644,39-9031.00,Exercise Trainers and Group Fitness Instructors,Economics and Accounting,1.86
35690,39-9031.00,Exercise Trainers and Group Fitness Instructors,Fine Arts,1.9
35668,39-9031.00,Exercise Trainers and Group Fitness Instructors,Physics,2.05
35700,39-9031.00,Exercise Trainers and Group Fitness Instructors,Telecommunications,2.15
35650,39-9031.00,Exercise Trainers and Group Fitness Instructors,Personnel and Human Resources,2.19
35642,39-9031.00,Exercise Trainers and Group Fitness Instructors,Administrative,2.38
35696,39-9031.00,Exercise Trainers and Group Fitness Instructors,Public Safety and Security,2.43
35682,39-9031.00,Exercise Trainers and Group Fitness Instructors,Therapy and Counseling,2.48
35666,39-9031.00,Exercise Trainers and Group Fitness Instructors,Mathematics,2.52
35676,39-9031.00,Exercise Trainers and Group Fitness Instructors,Sociology and Anthropology,2.52
35680,39-9031.00,Exercise Trainers and Group Fitness Instructors,Medicine and Dentistry,2.52
35656,39-9031.00,Exercise Trainers and Group Fitness Instructors,Computers and Electronics,2.67
35702,39-9031.00,Exercise Trainers and Group Fitness Instructors,Communications and Media,2.71
35640,39-9031.00,Exercise Trainers and Group Fitness Instructors,Administration and Management,2.76
35646,39-9031.00,Exercise Trainers and Group Fitness Instructors,Sales and Marketing,2.76
35672,39-9031.00,Exercise Trainers and Group Fitness Instructors,Biology,2.86
35674,39-9031.00,Exercise Trainers and Group Fitness Instructors,Psychology,3.62
35686,39-9031.00,Exercise Trainers and Group Fitness Instructors,English Language,3.67
35684,39-9031.00,Exercise Trainers and Group Fitness Instructors,Education and Training,3.81
35648,39-9031.00,Exercise Trainers and Group Fitness Instructors,Customer and Personal Service,4.3
35734,39-9032.00,Recreation Workers,Physics,1.29
35728,39-9032.00,Recreation Workers,Building and Construction,1.3
35736,39-9032.00,Recreation Workers,Chemistry,1.31
35720,39-9032.00,Recreation Workers,Food Production,1.32
35754,39-9032.00,Recreation Workers,Foreign Language,1.41
35724,39-9032.00,Recreation Workers,Engineering and Technology,1.42
35738,39-9032.00,Recreation Workers,Biology,1.49
35726,39-9032.00,Recreation Workers,Design,1.81
35710,39-9032.00,Recreation Workers,Economics and Accounting,1.82
35746,39-9032.00,Recreation Workers,Medicine and Dentistry,1.84
35758,39-9032.00,Recreation Workers,History and Archeology,1.84
35730,39-9032.00,Recreation Workers,Mechanical,1.85
35744,39-9032.00,Recreation Workers,Geography,1.87
35718,39-9032.00,Recreation Workers,Production and Processing,2.02
35712,39-9032.00,Recreation Workers,Sales and Marketing,2.07
35766,39-9032.00,Recreation Workers,Telecommunications,2.23
35756,39-9032.00,Recreation Workers,Fine Arts,2.37
35716,39-9032.00,Recreation Workers,Personnel and Human Resources,2.4
35760,39-9032.00,Recreation Workers,Philosophy and Theology,2.53
35742,39-9032.00,Recreation Workers,Sociology and Anthropology,2.57
35770,39-9032.00,Recreation Workers,Transportation,2.66
35748,39-9032.00,Recreation Workers,Therapy and Counseling,2.67
35768,39-9032.00,Recreation Workers,Communications and Media,2.74
35706,39-9032.00,Recreation Workers,Administration and Management,2.97
35732,39-9032.00,Recreation Workers,Mathematics,3.0
35722,39-9032.00,Recreation Workers,Computers and Electronics,3.04
35708,39-9032.00,Recreation Workers,Administrative,3.14
35740,39-9032.00,Recreation Workers,Psychology,3.17
35764,39-9032.00,Recreation Workers,Law and Government,3.43
35750,39-9032.00,Recreation Workers,Education and Training,3.52
35714,39-9032.00,Recreation Workers,Customer and Personal Service,3.65
35762,39-9032.00,Recreation Workers,Public Safety and Security,3.82
35752,39-9032.00,Recreation Workers,English Language,4.11
35800,39-9041.00,Residential Advisors,Physics,1.5
35802,39-9041.00,Residential Advisors,Chemistry,1.51
35824,39-9041.00,Residential Advisors,History and Archeology,1.54
35794,39-9041.00,Residential Advisors,Building and Construction,1.59
35804,39-9041.00,Residential Advisors,Biology,1.59
35810,39-9041.00,Residential Advisors,Geography,1.66
35822,39-9041.00,Residential Advisors,Fine Arts,1.74
35820,39-9041.00,Residential Advisors,Foreign Language,1.75
35790,39-9041.00,Residential Advisors,Engineering and Technology,1.79
35796,39-9041.00,Residential Advisors,Mechanical,1.8
35778,39-9041.00,Residential Advisors,Sales and Marketing,1.83
35792,39-9041.00,Residential Advisors,Design,1.97
35784,39-9041.00,Residential Advisors,Production and Processing,2.0
35798,39-9041.00,Residential Advisors,Mathematics,2.25
35786,39-9041.00,Residential Advisors,Food Production,2.28
35826,39-9041.00,Residential Advisors,Philosophy and Theology,2.38
35776,39-9041.00,Residential Advisors,Economics and Accounting,2.47
35836,39-9041.00,Residential Advisors,Transportation,2.53
35812,39-9041.00,Residential Advisors,Medicine and Dentistry,2.79
35832,39-9041.00,Residential Advisors,Telecommunications,2.79
35830,39-9041.00,Residential Advisors,Law and Government,3.01
35788,39-9041.00,Residential Advisors,Computers and Electronics,3.07
35834,39-9041.00,Residential Advisors,Communications and Media,3.1
35806,39-9041.00,Residential Advisors,Psychology,3.17
35814,39-9041.00,Residential Advisors,Therapy and Counseling,3.45
35782,39-9041.00,Residential Advisors,Personnel and Human Resources,3.48
35774,39-9041.00,Residential Advisors,Administrative,3.51
35808,39-9041.00,Residential Advisors,Sociology and Anthropology,3.74
35818,39-9041.00,Residential Advisors,English Language,3.92
35816,39-9041.00,Residential Advisors,Education and Training,3.99
35828,39-9041.00,Residential Advisors,Public Safety and Security,4.05
35772,39-9041.00,Residential Advisors,Administration and Management,4.21
35780,39-9041.00,Residential Advisors,Customer and Personal Service,4.45
35870,41-1011.00,First-Line Supervisors of Retail Sales Workers,Biology,1.07
35890,41-1011.00,First-Line Supervisors of Retail Sales Workers,History and Archeology,1.15
35860,41-1011.00,First-Line Supervisors of Retail Sales Workers,Building and Construction,1.16
35866,41-1011.00,First-Line Supervisors of Retail Sales Workers,Physics,1.16
35868,41-1011.00,First-Line Supervisors of Retail Sales Workers,Chemistry,1.19
35876,41-1011.00,First-Line Supervisors of Retail Sales Workers,Geography,1.21
35888,41-1011.00,First-Line Supervisors of Retail Sales Workers,Fine Arts,1.26
35862,41-1011.00,First-Line Supervisors of Retail Sales Workers,Mechanical,1.34
35902,41-1011.00,First-Line Supervisors of Retail Sales Workers,Transportation,1.34
35858,41-1011.00,First-Line Supervisors of Retail Sales Workers,Design,1.38
35892,41-1011.00,First-Line Supervisors of Retail Sales Workers,Philosophy and Theology,1.42
35856,41-1011.00,First-Line Supervisors of Retail Sales Workers,Engineering and Technology,1.46
35874,41-1011.00,First-Line Supervisors of Retail Sales Workers,Sociology and Anthropology,1.62
35878,41-1011.00,First-Line Supervisors of Retail Sales Workers,Medicine and Dentistry,1.73
35898,41-1011.00,First-Line Supervisors of Retail Sales Workers,Telecommunications,1.85
35852,41-1011.00,First-Line Supervisors of Retail Sales Workers,Food Production,1.9
35880,41-1011.00,First-Line Supervisors of Retail Sales Workers,Therapy and Counseling,2.14
35896,41-1011.00,First-Line Supervisors of Retail Sales Workers,Law and Government,2.16
35872,41-1011.00,First-Line Supervisors of Retail Sales Workers,Psychology,2.17
35900,41-1011.00,First-Line Supervisors of Retail Sales Workers,Communications and Media,2.45
35886,41-1011.00,First-Line Supervisors of Retail Sales Workers,Foreign Language,2.58
35850,41-1011.00,First-Line Supervisors of Retail Sales Workers,Production and Processing,2.78
35894,41-1011.00,First-Line Supervisors of Retail Sales Workers,Public Safety and Security,2.88
35840,41-1011.00,First-Line Supervisors of Retail Sales Workers,Administrative,3.18
35842,41-1011.00,First-Line Supervisors of Retail Sales Workers,Economics and Accounting,3.21
35854,41-1011.00,First-Line Supervisors of Retail Sales Workers,Computers and Electronics,3.31
35864,41-1011.00,First-Line Supervisors of Retail Sales Workers,Mathematics,3.31
35848,41-1011.00,First-Line Supervisors of Retail Sales Workers,Personnel and Human Resources,3.33
35882,41-1011.00,First-Line Supervisors of Retail Sales Workers,Education and Training,3.6
35884,41-1011.00,First-Line Supervisors of Retail Sales Workers,English Language,3.86
35844,41-1011.00,First-Line Supervisors of Retail Sales Workers,Sales and Marketing,3.93
35838,41-1011.00,First-Line Supervisors of Retail Sales Workers,Administration and Management,4.48
35846,41-1011.00,First-Line Supervisors of Retail Sales Workers,Customer and Personal Service,4.82
35944,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Medicine and Dentistry,1.01
35936,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Biology,1.06
35956,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,History and Archeology,1.08
35958,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Philosophy and Theology,1.08
35934,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Chemistry,1.11
35954,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Fine Arts,1.13
35932,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Physics,1.23
35926,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Building and Construction,1.25
35940,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sociology and Anthropology,1.33
35946,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Therapy and Counseling,1.34
35918,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Food Production,1.35
35924,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Design,1.5
35922,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Engineering and Technology,1.56
35928,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Mechanical,1.62
35942,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Geography,1.71
35952,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Foreign Language,1.74
35938,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Psychology,1.95
35964,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Telecommunications,2.06
35960,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Public Safety and Security,2.24
35968,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Transportation,2.35
35962,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Law and Government,2.42
35916,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Production and Processing,2.48
35966,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Communications and Media,2.53
35906,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Administrative,2.6
35920,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Computers and Electronics,2.8
35948,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Education and Training,3.06
35930,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Mathematics,3.1
35910,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales and Marketing,3.32
35908,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Economics and Accounting,3.36
35914,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Personnel and Human Resources,3.54
35950,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,English Language,3.77
35904,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Administration and Management,3.91
35912,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Customer and Personal Service,4.05
36020,41-2011.00,Cashiers,Fine Arts,1.0
36022,41-2011.00,Cashiers,History and Archeology,1.01
36002,41-2011.00,Cashiers,Biology,1.09
35990,41-2011.00,Cashiers,Design,1.31
36008,41-2011.00,Cashiers,Geography,1.31
35992,41-2011.00,Cashiers,Building and Construction,1.34
35998,41-2011.00,Cashiers,Physics,1.36
36024,41-2011.00,Cashiers,Philosophy and Theology,1.42
36010,41-2011.00,Cashiers,Medicine and Dentistry,1.44
36012,41-2011.00,Cashiers,Therapy and Counseling,1.47
35988,41-2011.00,Cashiers,Engineering and Technology,1.49
35984,41-2011.00,Cashiers,Food Production,1.52
36000,41-2011.00,Cashiers,Chemistry,1.55
36006,41-2011.00,Cashiers,Sociology and Anthropology,1.6
35994,41-2011.00,Cashiers,Mechanical,1.71
36018,41-2011.00,Cashiers,Foreign Language,1.74
35982,41-2011.00,Cashiers,Production and Processing,1.82
36004,41-2011.00,Cashiers,Psychology,1.9
36034,41-2011.00,Cashiers,Transportation,1.94
35980,41-2011.00,Cashiers,Personnel and Human Resources,2.09
36032,41-2011.00,Cashiers,Communications and Media,2.09
36030,41-2011.00,Cashiers,Telecommunications,2.14
36014,41-2011.00,Cashiers,Education and Training,2.37
35974,41-2011.00,Cashiers,Economics and Accounting,2.38
36028,41-2011.00,Cashiers,Law and Government,2.52
36026,41-2011.00,Cashiers,Public Safety and Security,2.62
35986,41-2011.00,Cashiers,Computers and Electronics,2.69
35972,41-2011.00,Cashiers,Administrative,2.84
35996,41-2011.00,Cashiers,Mathematics,2.86
35970,41-2011.00,Cashiers,Administration and Management,2.87
35976,41-2011.00,Cashiers,Sales and Marketing,3.07
36016,41-2011.00,Cashiers,English Language,3.37
35978,41-2011.00,Cashiers,Customer and Personal Service,4.05
36050,41-2012.00,Gambling Change Persons and Booth Cashiers,Food Production,1.0
36058,41-2012.00,Gambling Change Persons and Booth Cashiers,Building and Construction,1.0
36068,41-2012.00,Gambling Change Persons and Booth Cashiers,Biology,1.0
36086,41-2012.00,Gambling Change Persons and Booth Cashiers,Fine Arts,1.0
36088,41-2012.00,Gambling Change Persons and Booth Cashiers,History and Archeology,1.04
36056,41-2012.00,Gambling Change Persons and Booth Cashiers,Design,1.08
36064,41-2012.00,Gambling Change Persons and Booth Cashiers,Physics,1.08
